GOLD,FOREX_RESERVES,INFLATION_YOY,OIL,INTEREST_RATE,USDPKR,M2,YEAR,MONTH,QUARTER,MONTH_SIN,MONTH_COS,USDPKR_diff,REAL_INTEREST,OIL_IN_PKR,KSE100_lag1,KSE100_lag3,KSE100_lag12,INFLATION_YOY_lag1,INFLATION_YOY_lag3,INFLATION_YOY_lag12,INTEREST_RATE_lag1,INTEREST_RATE_lag3,INTEREST_RATE_lag12,USDPKR_lag1,USDPKR_lag3,USDPKR_lag12,OIL_lag1,OIL_lag3,OIL_lag12,FOREX_RESERVES_lag1,FOREX_RESERVES_lag3,FOREX_RESERVES_lag12,GOLD_lag1,GOLD_lag3,GOLD_lag12,M2_lag1,M2_lag3,M2_lag12,KSE100_roll_mean3,KSE100_roll_std3,OIL_roll_mean3,OIL_roll_std3,GOLD_roll_mean3,GOLD_roll_std3
613.5,17.16,60.6686796869823,73.9800033569336,14.6,60.09999847412109,16700.79,2006,6,2,1.2246467991473532e-16,-1.0,-0.4199981689453125,-46.0686796869823,4446.1980888671815,9800.6904296875,11485.900390625,7450.1201171875,60.3155649964002,59.4350131730497,56.359786500638,14.89,17.86,8.66,59.70000076293945,60.02000045776367,59.70000076293945,71.29000091552734,66.62999725341797,56.5,17.47,20.62,10.88,642.5,581.7999877929688,435.8999938964844,16679.13,16085.9,15327.22,10876.253580729166,934.2332047303724,69.93333180745442,2.875941289664915,625.3666585286459,38.01530668665684
634.2000122070312,14.36,61.6430974407406,74.4000015258789,11.95,60.22999954223633,16860.48,2006,7,3,-0.4999999999999997,-0.8660254037844388,0.3999977111816335,-49.6930974407406,4481.112057846069,9989.41015625,11342.169921875,7178.93017578125,60.6686796869823,60.0429068175962,57.2716269674578,14.6,15.93,5.3,60.09999847412109,60.119998931884766,59.65999984741211,73.9800033569336,71.87999725341797,60.56999969482422,17.16,18.58,7.32,613.5,651.7999877929688,429.8999938964844,16700.79,16411.78,15366.24,10377.423502604166,840.8064723349693,72.38333384195964,1.4138737831632804,635.9333292643229,19.97656476095305
625.9000244140625,12.16,62.4119041088436,70.26000213623047,9.87,60.22999954223633,16726.78,2006,8,3,-0.8660254037844384,-0.5000000000000004,0.1300010681152414,-52.5419041088436,4231.759896502685,10497.66015625,9800.6904296875,7796.85986328125,61.6430974407406,60.3155649964002,57.2939759985073,11.95,14.89,20.5,60.22999954223633,59.70000076293945,59.63999938964844,74.4000015258789,71.29000091552734,68.94000244140625,14.36,17.47,23.41,634.2000122070312,642.5,433.7999877929688,16860.48,16679.13,15571.94,10095.920247395834,360.48578276135873,73.22333526611328,1.6874347095061166,630.0666707356771,14.935306618518863
598.5999755859375,18.8,62.6085755820792,62.90999984741211,16.15,60.5,16688.67,2006,9,3,-1.0,-1.8369701987210294e-16,0.0,-46.4585755820792,3806.0549907684326,10063.5400390625,9989.41015625,8225.66015625,62.4119041088436,60.6686796869823,57.580043595941,9.87,14.6,6.62,60.22999954223633,60.09999847412109,59.70000076293945,70.26000213623047,73.9800033569336,66.23999786376953,12.16,17.16,8.71,625.9000244140625,613.5,469.0,16726.78,16700.79,15944.3,10183.536783854166,274.55223491249313,72.88000233968098,2.278683921705663,624.5333455403646,10.417460568714828
604.0999755859375,13.22,62.8320658925742,58.72999954223633,10.87,60.5,17645.76,2006,10,4,-0.8660254037844386,0.5000000000000001,0.2700004577636719,-51.9620658925742,3553.164972305298,10512.51953125,10497.66015625,8247.3701171875,62.6085755820792,61.6430974407406,58.1208901473389,16.15,11.95,20.48,60.5,60.22999954223633,59.71500015258789,62.90999984741211,74.4000015258789,59.7599983215332,18.8,14.36,23.39,598.5999755859375,634.2000122070312,465.1000061035156,16688.67,16860.48,14891.16,10357.906575520834,255.0371416013787,69.1900011698405,5.819253491114565,619.5666707356771,18.62590074244729
646.9000244140625,8.72,63.2879861259841,63.130001068115234,6.62,60.84999847412109,16956.99,2006,11,4,-0.5000000000000004,0.8660254037844384,0.0,-56.6679861259841,3841.4604686660746,11327.7099609375,10063.5400390625,9026.58984375,62.8320658925742,62.4119041088436,58.5634009621191,10.87,9.87,7.74,60.5,60.22999954223633,59.720001220703125,58.72999954223633,70.26000213623047,57.31999969482422,13.22,12.16,9.9,604.0999755859375,625.9000244140625,494.6000061035156,17645.76,16726.78,16084.27,10634.58984375,640.8644698676501,63.96666717529297,5.837178199758516,609.5333251953125,14.438287034403524
635.2000122070312,24.93,63.5874631420475,61.04999923706055,21.93,60.75,17798.16,2006,12,4,-2.4492935982947064e-16,1.0,0.3499984741210866,-41.6574631420475,3708.787453651428,10619.4697265625,10512.51953125,9556.6103515625,63.2879861259841,62.6085755820792,58.4024879385627,6.62,16.15,20.33,60.84999847412109,60.5,59.7400016784668,63.130001068115234,62.90999984741211,61.040000915527344,8.72,18.8,23.23,646.9000244140625,598.5999755859375,517.0999755859375,16956.99,16688.67,16069.27,10819.899739583334,443.0158030512783,61.59000015258789,2.4792746424481105,616.5333251953125,26.44172490745597
652.0,20.15,63.0287373658099,58.13999938964844,17.42,60.400001525878906,17168.35,2007,1,1,0.4999999999999999,0.8660254037844387,-0.0999984741210866,-45.6087373658099,3511.6560518493643,10040.5,11327.7099609375,10523.3701171875,63.5874631420475,62.8320658925742,59.1042475135171,21.93,10.87,21.04,60.75,60.5,59.845001220703125,61.04999923706055,58.72999954223633,67.91999816894531,24.93,13.22,23.99,635.2000122070312,604.0999755859375,570.7999877929688,17798.16,17645.76,15494.51,10662.559895833334,644.6859257809338,60.96999994913737,2.2010913819024744,628.7333374023438,22.1206794017434
669.4000244140625,23.08,63.6813290724554,61.790000915527344,20.19,60.84999847412109,17740.17,2007,2,1,0.8660254037844386,0.5000000000000001,-0.3499984741210937,-43.4913290724554,3759.9214614257794,11272.330078125,10619.4697265625,11456.1201171875,63.0287373658099,63.2879861259841,59.2964491805428,17.42,6.62,16.67,60.400001525878906,60.84999847412109,59.91999816894531,58.13999938964844,63.130001068115234,61.40999984741211,20.15,8.72,19.36,652.0,646.9000244140625,561.5999755859375,17168.35,16956.99,15811.58,10644.099934895834,616.2842856306384,60.77333323160807,2.506479053713623,644.7000122070312,8.613358099159388
663.0,19.14,63.9942155071484,65.87000274658203,16.47,60.880001068115234,18003.54,2007,3,1,1.0,6.123233995736766e-17,0.4499969482421804,-47.5242155071484,4010.165837568668,11180.01953125,10040.5,11485.900390625,63.6813290724554,63.5874631420475,59.4350131730497,20.19,21.93,17.86,60.84999847412109,60.75,60.02000045776367,61.790000915527344,61.04999923706055,66.62999725341797,23.08,24.93,20.62,669.4000244140625,635.2000122070312,581.7999877929688,17740.17,17798.16,16085.9,10830.949869791666,686.1038964736575,60.32666651407877,1.9295168970060248,652.2000122070312,17.100883380766057
680.5,21.8,64.195356786594,65.70999908447266,18.98,60.68000030517578,18511.97,2007,4,2,0.8660254037844387,-0.4999999999999998,0.0300025939941477,-45.215356786594,3987.282764498901,11271.58984375,11272.330078125,11342.169921875,63.9942155071484,63.0287373658099,60.0429068175962,16.47,17.42,15.93,60.880001068115234,60.400001525878906,60.119998931884766,65.87000274658203,58.13999938964844,71.87999725341797,19.14,20.15,18.58,663.0,652.0,651.7999877929688,18003.54,17168.35,16411.78,11241.313151041666,53.08312214918083,61.93333435058594,3.866994482767649,661.4666748046875,8.800768547036078
661.0,8.92,64.7853712063008,64.01000213623047,6.82,60.709999084472656,18259.41,2007,5,2,0.4999999999999999,-0.8660254037844387,-0.2000007629394531,-57.9653712063008,3886.047171087645,12369.7001953125,11180.01953125,9800.6904296875,64.195356786594,63.6813290724554,60.3155649964002,18.98,20.19,14.89,60.68000030517578,60.84999847412109,59.70000076293945,65.70999908447266,61.790000915527344,71.29000091552734,21.8,23.08,17.47,680.5,669.4000244140625,642.5,18511.97,17740.17,16679.13,11607.103190104166,662.0135382281654,64.45666758219402,2.3107863653538887,670.9666748046875,8.854563517469934
648.0999755859375,22.35,64.914995586388,70.68000030517578,19.5,60.47999954223633,18402.2,2007,6,2,1.2246467991473532e-16,-1.0,0.029998779296875,-45.414995586388,4274.726386102295,12961.1396484375,11271.58984375,9989.41015625,64.7853712063008,63.9942155071484,60.6686796869823,6.82,16.47,14.6,60.709999084472656,60.880001068115234,60.09999847412109,64.01000213623047,65.87000274658203,73.9800033569336,8.92,19.14,17.16,661.0,663.0,613.5,18259.41,18003.54,16700.79,12200.809895833334,857.3433300455033,65.19666798909505,1.0307920147819392,668.1666666666666,10.72769002783952
666.9000244140625,21.45,65.5720570992433,78.20999908447266,18.65,59.900001525878906,18766.19,2007,7,3,-0.4999999999999997,-0.8660254037844388,-0.2299995422363281,-46.9220570992433,4684.7790644989,13772.4599609375,12369.7001953125,10497.66015625,64.914995586388,64.195356786594,61.6430974407406,19.5,18.98,11.95,60.47999954223633,60.68000030517578,60.22999954223633,70.68000030517578,65.70999908447266,74.4000015258789,22.35,21.8,14.36,648.0999755859375,680.5,634.2000122070312,18402.2,18511.97,16860.48,13034.433268229166,704.2461970367315,66.8000005086263,3.4660202281472885,663.1999918619791,16.311663577103786
673.0,9.64,66.4391995039641,74.04000091552734,7.49,60.65999984741211,18572.92,2007,8,3,-0.8660254037844384,-0.5000000000000004,-0.5799980163574219,-58.9491995039641,4491.266444238281,13739.5302734375,12961.1396484375,10063.5400390625,65.5720570992433,64.7853712063008,62.4119041088436,18.65,6.82,9.87,59.900001525878906,60.709999084472656,60.22999954223633,78.20999908447266,64.01000213623047,70.26000213623047,21.45,8.92,12.16,666.9000244140625,661.0,625.9000244140625,18766.19,18259.41,16726.78,13491.043294270834,459.2052879489789,70.96666717529297,7.10433753092707,658.6666666666666,9.614769488571955
742.7999877929688,13.22,67.8516582662927,81.66000366210938,10.87,60.630001068115234,19351.42,2007,9,3,-1.0,-1.8369701987210294e-16,0.7599983215332031,-56.98165826629271,4951.046109255985,12214.259765625,13772.4599609375,10512.51953125,66.4391995039641,64.914995586388,62.6085755820792,7.49,19.5,16.15,60.65999984741211,60.47999954223633,60.5,74.04000091552734,70.68000030517578,62.90999984741211,9.64,22.35,18.8,673.0,648.0999755859375,598.5999755859375,18572.92,18402.2,16688.67,13242.083333333334,890.273584822231,74.31000010172527,3.772253315256514,662.6666666666666,12.978589766163966
792.0,13.66,68.6830422213343,94.52999877929688,11.29,60.63999938964844,19131.01,2007,10,4,-0.8660254037844386,0.5000000000000001,-0.029998779296875,-57.39304222133431,5732.29906828003,13353.6796875,13739.5302734375,11327.7099609375,67.8516582662927,65.5720570992433,62.8320658925742,10.87,18.65,10.87,60.630001068115234,59.900001525878906,60.5,81.66000366210938,78.20999908447266,58.72999954223633,13.22,21.45,13.22,742.7999877929688,666.9000244140625,604.0999755859375,19351.42,18766.19,17645.76,13102.489908854166,793.0540707749736,77.97000122070312,3.815666350120234,694.2333374023438,42.17039332471585
782.2000122070312,19.49,68.7769081517422,88.70999908447266,16.8,61.09999847412109,19156.71,2007,11,4,-0.5000000000000004,0.8660254037844384,0.0099983215332031,-51.97690815174221,5420.180808700562,14321.3896484375,12214.259765625,10619.4697265625,68.6830422213343,66.4391995039641,63.2879861259841,11.29,7.49,6.62,60.63999938964844,60.65999984741211,60.84999847412109,94.52999877929688,74.04000091552734,63.130001068115234,13.66,9.64,8.72,792.0,673.0,646.9000244140625,19131.01,18572.92,16956.99,13296.443033854166,1054.730350208424,83.41000111897786,10.35648933947236,735.9333292643229,59.79643174564743
834.9000244140625,12.34,69.1791907106333,95.9800033569336,10.04,61.75,19691.41,2007,12,4,-2.4492935982947064e-16,1.0,0.4599990844726491,-59.13919071063331,5926.765207290649,13998.51953125,13353.6796875,10040.5,68.7769081517422,67.8516582662927,63.5874631420475,16.8,10.87,21.93,61.09999847412109,60.630001068115234,60.75,88.70999908447266,81.66000366210938,61.04999923706055,19.49,13.22,24.93,782.2000122070312,742.7999877929688,635.2000122070312,19156.71,19351.42,17798.16,13891.1962890625,492.70107657650016,88.3000005086263,6.44478608669478,772.3333333333334,26.041770567506223
922.7000122070312,19.19,70.5022533487639,91.75,16.51,62.45000076293945,19636.79,2008,1,1,0.4999999999999999,0.8660254037844387,0.6500015258789134,-53.992253348763896,5729.787569999695,14077.16015625,14321.3896484375,11272.330078125,69.1791907106333,68.6830422213343,63.0287373658099,10.04,11.29,17.42,61.75,60.63999938964844,60.400001525878906,95.9800033569336,94.52999877929688,58.13999938964844,12.34,13.66,20.15,834.9000244140625,792.0,652.0,19691.41,19131.01,17168.35,14132.3564453125,168.3634487882421,93.07333374023438,3.8476805100502265,803.0333455403646,28.02898244701828
972.0999755859376,24.73,70.8464284269262,101.83999633789062,21.74,62.59999847412109,19466.16,2008,2,1,0.8660254037844386,0.5000000000000001,0.7000007629394531,-49.1064284269262,6375.18361535645,14016.9404296875,13998.51953125,11180.01953125,70.5022533487639,68.7769081517422,63.6813290724554,16.51,16.8,20.19,62.45000076293945,61.09999847412109,60.84999847412109,91.75,88.70999908447266,61.790000915527344,19.19,19.49,23.08,922.7000122070312,782.2000122070312,669.4000244140625,19636.79,19156.71,17740.17,14030.873372395834,41.13006375491253,92.14666748046876,3.651198344098308,846.6000162760416,70.97696708917576
916.2000122070312,16.53,73.0276938573577,101.58000183105467,14.01,62.54999923706055,19993.65,2008,3,1,1.0,6.123233995736766e-17,0.1499977111816335,-59.017693857357706,6353.829037033079,14934.2998046875,14077.16015625,11271.58984375,70.8464284269262,69.1791907106333,63.9942155071484,21.74,10.04,16.47,62.59999847412109,61.75,60.880001068115234,101.83999633789062,95.9800033569336,65.87000274658203,24.73,12.34,19.14,972.0999755859376,834.9000244140625,663.0,19466.16,19691.41,18003.54,14342.800130208334,513.1378981799489,96.52333323160808,5.066893726850501,909.9000040690104,69.48983239756349
862.7999877929688,16.89,75.2447177374686,113.45999908447266,14.34,64.5,19590.01,2008,4,2,0.8660254037844387,-0.4999999999999998,-0.0499992370605397,-60.9047177374686,7318.169940948486,15125.8896484375,14016.9404296875,12369.7001953125,73.0276938573577,70.5022533487639,64.195356786594,14.01,16.51,18.98,62.54999923706055,62.45000076293945,60.68000030517578,101.58000183105467,91.75,65.70999908447266,16.53,19.19,21.8,916.2000122070312,922.7000122070312,680.5,19993.65,19636.79,18511.97,14692.376627604166,592.737049752358,98.38999938964844,5.751877363678309,937.0,30.57071661901733
