DATE,INFLATION_YOY
2005-04-01,56.5564579738737
2005-05-01,56.3061488261192
2005-06-01,56.359786500638
2005-07-01,57.2716269674578
2005-08-01,57.2939759985073
2005-09-01,57.580043595941
2005-10-01,58.1208901473389
2005-11-01,58.5634009621191
2005-12-01,58.4024879385627
2006-01-01,59.1042475135171
2006-02-01,59.2964491805428
2006-03-01,59.4350131730497
2006-04-01,60.0429068175962
2006-05-01,60.3155649964002
2006-06-01,60.6686796869823
2006-07-01,61.6430974407406
2006-08-01,62.4119041088436
2006-09-01,62.6085755820792
2006-10-01,62.8320658925742
2006-11-01,63.2879861259841
2006-12-01,63.5874631420475
2007-01-01,63.0287373658099
2007-02-01,63.6813290724554
2007-03-01,63.9942155071484
2007-04-01,64.195356786594
2007-05-01,64.7853712063008
2007-06-01,64.914995586388
2007-07-01,65.5720570992433
2007-08-01,66.4391995039641
2007-09-01,67.8516582662927
2007-10-01,68.6830422213343
2007-11-01,68.7769081517422
2007-12-01,69.1791907106333
2008-01-01,70.5022533487639
2008-02-01,70.8464284269262
2008-03-01,73.0276938573577
2008-04-01,75.2447177374686
2008-05-01,77.2695399505535
2008-06-01,78.8920796047475
2008-07-01,81.524795462379
2008-08-01,82.9542912083593
2008-09-01,83.614616654472
2008-10-01,84.775628427857
2008-11-01,84.5071444552617
2008-12-01,84.3039673949194
2009-01-01,84.5071444552617
2009-02-01,85.6681562286467
2009-03-01,85.980178142744
2009-04-01,86.8436806491991
2009-05-01,86.7856300605298
2009-06-01,87.5402877132301
2009-07-01,88.8609386054555
2009-08-01,90.4718424410272
2009-09-01,90.624225236284
2009-10-01,91.1684495050582
2009-11-01,92.3729992199452
2009-12-01,91.6981611266652
2010-01-01,94.0709789385208
2010-02-01,94.4265387941199
2010-03-01,95.6020632146723
2010-04-01,97.3508371983334
2010-05-01,97.4814510228393
2010-06-01,97.8370108784384
2010-07-01,99.8615251582785
2010-08-01,102.045678556959
2010-09-01,104.120987101885
2010-10-01,105.14412872718
2010-11-01,106.189039323227
2010-12-01,105.869761085546
2011-01-01,107.154130359853
2011-02-01,106.559111825993
2011-03-01,108.053914484226
2011-04-01,109.563229789627
2011-05-01,109.809944791471
2011-06-01,110.862111711102
2011-07-01,112.269838486331
2011-08-01,113.837204380401
2011-09-01,115.012728800953
2011-10-01,116.67442690161
2011-11-01,117.008217786459
